Planet_Name,Host_Star_Name,Number_of_Stars,Number_of_Planets,Number_of_Moons,Discovery_Method,Discovery_Year,Discovery_Facility,Orbital_Period_Days,Orbital_Distance_AU,Planet_Radius_Earth_Units,Planet_Radius_Jupiter_Units,Planet_Mass_Earth_Units,Planet_Mass_Jupiter_Units,Mass_Measurement_Type,Orbit_Eccentricity,Insolation_Flux_Earth_Units,Equilibrium_Temperature_K,Star_Spectral_Type,Star_Temperature_K,Star_Radius_Solar_Units,Star_Mass_Solar_Units,Star_Metallicity,Star_Metallicity_Ratio,Star_Surface_Gravity,Right_Ascension_Deg,Declination_Deg,Distance_From_Earth_Light_Years,Star_Gaia_Magnitude
GJ 876 b,GJ 876,1,4,0,Radial Velocity,1998,Multiple Observatories,61.1166,0.208317,13.3,1.19,723.2235,2.2756,Mass,0.0324,4.515000000000001,449.05,M2.5V,3293.74,0.3,0.32,0.2129,[Fe/H],4.87177,343.3239737,-14.2665958,15.248347465199998,8.8753
GJ 876 c,GJ 876,1,4,0,Radial Velocity,2000,Multiple Observatories,30.0881,0.12959,14.0,1.25,226.9846,0.7142,Mass,0.25591,4.515000000000001,449.05,M2.5V,3293.74,0.3,0.32,0.2129,[Fe/H],4.87177,343.3239737,-14.2665958,15.248347465199998,8.8753
GJ 876 d,GJ 876,1,4,0,Radial Velocity,2005,W. M. Keck Observatory,1.93778,0.02080665,2.51,0.224,6.83,0.021,Mass,0.207,4.515000000000001,449.05,M2.5V,3293.74,0.3,0.32,0.2129,[Fe/H],4.87177,343.3239737,-14.2665958,15.248347465199998,8.8753
GJ 876 e,GJ 876,1,4,0,Radial Velocity,2010,W. M. Keck Observatory,124.26,0.3343,3.92,0.35,14.6,0.046,Mass,0.055,4.515000000000001,449.05,M2.5V,3293.74,0.3,0.32,0.2129,[Fe/H],4.87177,343.3239737,-14.2665958,15.248347465199998,8.8753
GJ 887 b,GJ 887,1,4,0,Radial Velocity,2020,La Silla Observatory,9.2619,0.0683,1.8,0.161,3.9,0.01227077,Msini,0.14,7.8,426.0,M1 V,3688.0,0.468,0.495,-0.06,[Fe/H],4.156,346.5027573,-35.8473489,10.720062792399998,6.52199
GJ 887 c,GJ 887,1,4,0,Radial Velocity,2020,La Silla Observatory,21.784,0.121,2.43,0.217,6.5,0.02045129,Msini,0.17,2.5,320.0,M1 V,3688.0,0.468,0.495,-0.06,[Fe/H],4.156,346.5027573,-35.8473489,10.720062792399998,6.52199
GJ 887 d,GJ 887,1,4,0,Radial Velocity,2026,Multiple Observatories,50.77,0.212,2.34,0.209,6.1,0.01919275,Msini,0.152,0.81,241.0,M1 V,3688.0,0.468,0.495,-0.06,[Fe/H],4.156,346.5027573,-35.8473489,10.720062792399998,6.52199
GJ 887 e,GJ 887,1,4,0,Radial Velocity,2026,Multiple Observatories,4.4249,0.0417,1.12,0.0999,1.46,0.00459367,Msini,0.152,20.9,544.0,M1 V,3688.0,0.468,0.495,-0.06,[Fe/H],4.156,346.5027573,-35.8473489,10.720062792399998,6.52199
GJ 896 A b,GJ 896 A,2,1,0,Astrometry,2022,Very Long Baseline Array,284.39,0.63965,13.3,1.19,718.29219982,2.26,Mass,0.35,68.8655,718.0,M3.5 V,3345.0,0.394682,0.43599,0.08499999999999999,Unknown,4.83156,352.9700384,19.9370011,20.4180831432,9.03758
GJ 900 b,GJ 900 A,3,1,0,Imaging,2024,Multiple Observatories,33000.0,12000.0,12.4,1.11,3496.112477,11.0,Mass,0.4,68.8655,1542.5,K7,3976.0,0.716187,1.08,-0.63,[Fe/H],4.55728,353.7526177,1.6055211,67.86164814,9.02571
GJ 9066 c,GJ 9066,1,1,0,Radial Velocity,2020,Multiple Observatories,771.36,0.88,9.6,0.856,66.74396547,0.21,Msini,0.46,4.515000000000001,449.05,M5.0 V,3154.0,0.164,0.15,-0.13,[Fe/H],5.01,30.0588307,13.0443172,14.58243476,10.6711
GJ 9404 b,GJ 9404,1,1,0,Radial Velocity,2023,Roque de los Muchachos Observatory,13.4586,0.0943,3.48,0.31,11.9,0.03744159,Msini,0.49,4.515000000000001,449.05,M2V,3811.0,0.626041,0.62,0.05,Unknown,4.62936,184.8472095,28.3827126,77.898772884,9.87021
GJ 96 b,GJ 96,1,1,0,Radial Velocity,2018,Haute-Provence Observatory,73.94,0.291,4.67,0.417,19.66,0.06185697,Msini,0.44,4.515000000000001,449.05,M2,3785.0,0.580612,0.6,0.14,[Fe/H],4.66767,35.5624031,47.8802075,38.91530314,8.63186
GJ 9689 b,GJ 9689,1,1,0,Radial Velocity,2020,Roque de los Muchachos Observatory,18.27,0.1139,3.07,0.274,9.65,0.0303623,Msini,0.29,4.515000000000001,453.04,M0.5,3836.0,0.57,0.59,0.05,[Fe/H],4.69,303.467731,13.3888921,99.869945668,10.5372
GJ 9714 b,GJ 9714,1,1,0,Radial Velocity,2022,Multiple Observatories,19240.75467,12.319,12.5,1.12,2988.54051102,9.403,Mass,0.155,4.515000000000001,449.05,K5V,4263.0,0.662662,0.67,0.05,Unknown,4.62156,315.4141767,-32.5250028,66.901444876,8.8377
GJ 9773 b,GJ 9773,1,1,0,Radial Velocity,2025,Calar Alto Observatory,2965.0,2.921,14.2,1.26,172.580825,0.543,Msini,0.218,4.515000000000001,449.05,M3.0 V,3528.0,0.362,0.358,-0.2,[Fe/H],4.84674,333.1502333,8.5503355,51.927622916,10.9047
GJ 9827 b,GJ 9827,1,3,0,Transit,2017,K2,1.208974,0.0189,1.44,0.12846842,4.28,0.01346639,Mass,0.0,318.0,1035.01,K7 V,4236.0,0.58,0.62,-0.29,[Fe/H],4.719,351.7717763,-1.2853435,96.74113116,9.83773
GJ 9827 c,GJ 9827,1,3,0,Transit,2017,K2,3.648103,0.0395,1.13,0.10081202,1.86,0.00585221,Mass,0.0,73.0,715.94,K7 V,4236.0,0.58,0.62,-0.29,[Fe/H],4.719,351.7717763,-1.2853435,96.74113116,9.83773
GJ 9827 d,GJ 9827,1,3,0,Transit,2017,K2,6.20183,0.053,1.98,0.17664407,3.02,0.00950198,Mass,0.0,34.9,675.0,K7 V,4236.0,0.58,0.62,-0.29,[Fe/H],4.7,351.7717763,-1.2853435,96.74113116,9.83773
GPX-1 b,GPX-1,1,1,0,Transit,2021,Acton Sky Portal Observatory,1.744579,0.0338,16.47720163,1.47,6261.2196179,19.7,Mass,0.0,4650.0,2300.0,F2,7000.0,1.56,1.68,0.35,[Fe/H],4.27,38.3691648,56.025708,2136.3642002799997,12.2228
GQ Lup b,GQ Lup,1,1,0,Imaging,2004,Paranal Observatory,33000.0,100.0,33.6,3.0,6356.0,20.0,Mass,0.4,68.8655,2650.0,K7e V,4360.0,1.94153,0.7,-0.35,[Fe/H],3.65,237.3003643,-35.6515055,493.04676364,11.2608
GSC 06214-00210 b,GSC 06214-00210,1,1,0,Imaging,2010,Palomar Observatory,33000.0,320.0,20.1762,1.8,5000.0,16.0,Mass,0.4,68.8655,2300.0,K7,4200.0,0.90484,0.9,-0.06,[Fe/H],4.36628,245.4776921,-20.7193398,353.87926,11.8633
GU Psc b,GU Psc,1,1,0,Imaging,2014,Gemini Observatory,33000.0,2000.0,14.179,1.265,3591.3,11.3,Mass,0.4,68.8655,1050.0,M3,4031.81,0.450458,0.325,0.1,[Fe/H],4.78111,18.146485,17.0650029,155.087504156,12.9656
Gaia-1 b,Gaia-1,1,1,0,Transit,2022,European Space Agency (ESA) Gaia Satellite,3.052524,0.04047,13.77583728,1.229,533.95172376,1.68,Mass,0.0,426.5351,1159.07,Unknown,5470.0,0.952,0.949,0.02,Unknown,4.43994,90.6436658,-0.5771099,1186.0989096,12.9988
Gaia-2 b,Gaia-2,1,1,0,Transit,2022,European Space Agency (ESA) Gaia Satellite,3.6915224,0.0467,14.81827249,1.322,259.66580852,0.817,Mass,0.0,512.0235,1213.23,Unknown,5720.0,1.064,1.0,0.02,Unknown,4.37355,110.7353308,67.2526565,682.41293724,11.1968
Gaia-4 b,Gaia-4,1,1,0,Astrometry,2025,European Space Agency (ESA) Gaia Satellite,571.3,0.719325,12.4,1.1,3750.3752026,11.8,Mass,0.338,68.8655,718.0,Unknown,4034.0,0.624,0.644,0.05,[Fe/H],4.68,209.5063762,31.6954898,239.668887324,11.9187
Gaia-5 b,Gaia-5,1,1,0,Astrometry,2025,European Space Agency (ESA) Gaia Satellite,358.62,0.719325,12.1,1.08,6633.07885409,20.87,Mass,0.6423,68.8655,718.0,Unknown,3447.0,0.345,0.339,-0.18,[Fe/H],4.83,302.0408173,41.9415455,134.315280828,13.2287
Gaia22dkvL b,Gaia22dkvL,1,1,0,Microlensing,2024,European Space Agency (ESA) Gaia Satellite,3142.5,1.4,14.1,1.26,187.83658854,0.591,Mass,0.15,68.8655,55.0,Unknown,5502.5,1.42487,1.145,-0.24,Unknown,4.3237749999999995,151.769,-66.1808889,4142.1812,13.8327
Gl 378 b,Gl 378,1,1,0,Radial Velocity,2019,Haute-Provence Observatory,3.822,0.039435,3.66,0.327,13.02,0.0409653,Msini,0.109,4.515000000000001,830.0,M1,3879.0,0.56,0.56,0.06,[Fe/H],4.68513,150.5865513,48.0824515,48.774999019999996,9.26515
Gl 410 b,Gl 410,1,1,0,Radial Velocity,2025,Mauna Kea Observatory,6.02,0.0531,2.83,0.253,8.4,0.02642936,Msini,0.152,4.515000000000001,449.05,K,3842.0,0.543,0.55,0.05,[M/H],4.87,165.6604212,21.9669164,38.918238544,8.807
Gl 49 b,Gl 49,2,1,0,Radial Velocity,2019,Multiple Observatories,13.8508,0.0905,2.24,0.2,5.63,0.01771387,Msini,0.363,4.515000000000001,449.05,M1.5 V,3805.0,0.511,0.515,0.13,[Fe/H],4.69,15.6687321,62.3454386,32.135498368,8.66282
Gl 686 b,Gl 686,1,1,0,Radial Velocity,2018,Roque de los Muchachos Observatory,15.53,0.091,2.46,0.22,6.624,0.02084133,Msini,0.05,4.515000000000001,379.0,M1.0 V,3656.0,0.427,0.426,-0.23,[Fe/H],4.87,264.4764878,18.5959509,26.605458156799997,8.73899
Gl 725 A b,Gl 725 A,2,1,0,Radial Velocity,2025,Multiple Observatories,11.2201,0.068,1.48,0.132,2.78,0.00874686,Msini,0.0,4.515000000000001,449.05,M3,3433.0,0.351,0.33,-0.19,[Fe/H],4.87,280.6834312,59.638109,11.485257383999999,7.84944
Gliese 12 b,Gliese 12,1,1,0,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),12.761418,0.067,0.93,0.08296919,0.95,0.00298903,Mass,0.24,1.62,314.6,M3.0 V,3328.0,0.265,0.255,-0.24,[Fe/H],5.25,3.9579137,13.5576175,39.8236476,11.3963
HAT-P-1 b,HAT-P-1,2,1,0,Transit,2006,HATNet,4.46529976,0.05561,14.784671,1.319,166.86075,0.525,Mass,0.0,259.687,1322.0,G0 V,5980.0,1.174,1.151,0.13,[Fe/H],4.359,344.4453632,38.674919,518.5195472400001,10.1786
HAT-P-11 b,HAT-P-11,1,2,0,Transit,2008,HATNet,4.888,0.05258,4.36,0.38897315,25.0,0.0787,Mass,0.251,100.77,838.0,K4,4653.0,0.683,0.811,0.31,[Fe/H],4.663,297.7101763,48.0818635,123.17183493199998,9.15098
HAT-P-11 c,HAT-P-11,1,2,0,Radial Velocity,2018,W. M. Keck Observatory,3361.0,4.1,13.2,1.18,851.78013076,2.68,Mass,0.652,4.515000000000001,449.05,K4,4653.0,0.683,0.811,0.31,[Fe/H],4.663,297.7101763,48.0818635,123.17183493199998,9.15098
HAT-P-12 b,HAT-P-12,1,1,0,Transit,2009,HATNet,3.2130598,0.0384,10.749,0.959,67.059,0.211,Mass,0.0,118.075,963.0,K4,4650.0,0.701,0.733,-0.29,[Fe/H],4.61,209.3886452,43.49331,465.59095156,12.4197
HAT-P-13 b,HAT-P-13,1,2,0,Transit,2009,HATNet,2.91625,0.04383,14.258,1.272,270.462,0.851,Mass,0.0133,1978.5245,1740.0,G4,5653.0,1.756,1.32,0.46,[Fe/H],4.07,129.8823772,47.3519076,804.9856235999999,10.4168
HAT-P-13 c,HAT-P-13,1,2,0,Radial Velocity,2009,W. M. Keck Observatory,446.27,1.258,12.3,1.1,4538.421,14.28,Msini,0.6616,4.515000000000001,340.0,G4,5653.0,1.756,1.32,0.46,[Fe/H],4.07,129.8823772,47.3519076,804.9856235999999,10.4168
HAT-P-14 b,HAT-P-14,2,1,0,Transit,2010,HATNet,4.62767,0.0596,15.91678,1.42,1093.3352,3.44,Mass,0.11,1038.78,1624.0,F5 V,6600.0,1.82,2.65,0.11,[Fe/H],4.25,260.1161719,38.2421682,726.22873428,9.87283
HAT-P-15 b,HAT-P-15,1,1,0,Transit,2010,HATNet,10.8635,0.0965,11.88154,1.06,616.5902,1.94,Mass,0.19,79.7578,904.0,G5,5568.0,1.07,1.0,0.22,[Fe/H],4.38,66.248142,39.460602,627.9024849599999,11.7232
HAT-P-16 b,HAT-P-16,3,1,0,Transit,2010,HATNet,2.77596727,0.0413,14.68376472,1.31,1341.56043,4.221,Mass,0.0462,1597.59,1566.0,F8,6140.0,1.158,1.218,0.17,[Fe/H],4.396,9.5730343,42.4630961,739.19017372,10.7568
HAT-P-17 b,HAT-P-17,1,2,0,Transit,2010,HATNet,10.33852,0.0892,11.76945,1.05,184.3414,0.58,Mass,0.35,110.512,800.0,K,5246.0,0.87,0.99,0.0,[Fe/H],4.53,324.5359781,30.4881882,301.31302363599997,10.2743
HAT-P-17 c,HAT-P-17,1,2,0,Radial Velocity,2010,W. M. Keck Observatory,5584.0,5.6,13.1,1.17,1080.6,3.4,Msini,0.39,4.515000000000001,449.05,K,5336.96,0.838682,0.92,0.0512,[M/H],4.55466,324.5359781,30.4881882,301.31302363599997,10.2743
HAT-P-18 b,HAT-P-18,1,1,0,Transit,2010,HATNet,5.508023,0.0559,11.153,0.995,62.61,0.197,Mass,0.084,82.2407,852.0,K2,4803.0,0.749,0.77,0.1,[Fe/H],4.57,256.346376,33.0123251,526.415784,12.3682
HAT-P-19 b,HAT-P-19,1,1,0,Transit,2010,HATNet,4.00878322,0.04599,11.29865255,1.008,88.03846874,0.277,Mass,0.07,154.0,981.2,K1,4962.0,0.773,0.807,0.166,[Fe/H],4.5687,9.5165832,34.7114025,659.08952168,12.5567
HAT-P-2 b,HAT-P-2,1,2,0,Transit,2007,HATNet,5.6335158,0.06814,10.659759,0.951,2866.81223114,9.02,Mass,0.5172,588.518,1540.0,F8,6380.0,1.39,1.33,0.18,[Fe/H],4.16,245.1514324,41.0479601,416.74256743999996,8.59842
HAT-P-2 c,HAT-P-2,1,2,0,Radial Velocity,2023,Multiple Observatories,8500.0,0.95,12.4,1.11,3400.7639549,10.7,Mass,0.37,4.515000000000001,449.05,F8,6412.0,1.416,1.33,0.12,[Fe/H],4.16,245.1514324,41.0479601,416.74256743999996,8.59842
HAT-P-20 b,HAT-P-20,1,1,0,Transit,2010,HATNet,2.875317,0.0361,9.718,0.867,2302.899,7.246,Mass,0.015,85.1168,970.0,K3,4595.0,0.694,0.756,0.35,[Fe/H],4.63,111.9164295,24.3361185,231.692742344,10.9903
HAT-P-21 b,HAT-P-21,1,1,0,Transit,2010,HATNet,4.12448,0.05037,12.44199,1.11,1547.8321,4.87,Mass,0.23,459.542,1367.0,G3,5588.0,1.21,1.24,0.01,[Fe/H],4.33,171.2749348,41.0280207,904.35883368,11.5583
HAT-P-22 b,HAT-P-22,2,1,0,Transit,2010,HATNet,3.21222,0.0414,12.89035,1.15,785.0401,2.47,Mass,0.02,325.569,1463.0,G5 V,5302.0,1.11,1.13,0.24,[Fe/H],4.36,155.6814593,50.1287115,266.680474932,9.51936
HAT-P-23 b,HAT-P-23,1,1,0,Transit,2010,HATNet,1.212884,0.0232,15.334,1.368,664.237,2.09,Mass,0.106,2796.2342,2056.0,G0,5905.0,1.203,1.13,0.15,[Fe/H],4.33,306.1239076,16.7621462,1189.8594882799998,12.1741
HAT-P-24 b,HAT-P-24,2,1,0,Transit,2010,HATNet,3.35524,0.04651,14.5717,1.3,238.3725,0.75,Mass,0.07,1294.929,1637.0,F8,6373.0,1.38,1.37,-0.16,[Fe/H],4.27,108.8251171,14.2626064,1354.6693766399999,11.6396
HAT-P-25 b,HAT-P-25,1,1,0,Transit,2010,HATNet,3.65281514,0.0466,12.722215,1.135,180.84527,0.569,Mass,0.023,325.0,1182.0,G5,5519.0,0.919,1.012,0.294,[Fe/H],4.516,48.4354731,25.1973548,979.72043904,12.8416
HAT-P-26 b,HAT-P-26,1,1,0,Transit,2010,HATNet,4.23452,0.04748,7.06167,0.63,22.2481,0.07,Mass,0.12,185.0743,1080.0,K1,5079.0,0.87,1.12,-0.04,[Fe/H],4.56,213.1565508,4.0594175,462.6098857199999,11.4641
HAT-P-27 b,HAT-P-27,2,1,0,Transit,2011,HATNet,3.039577,0.04,11.43,1.02,197.05,0.62,Mass,0.0,336.0384,1091.99,G8,5316.0,0.864673,0.916,0.3,[M/H],4.52626,222.7673221,5.9473626,649.61468988,11.9562
HAT-P-28 b,HAT-P-28,1,1,0,Transit,2011,HATNet,3.257215,0.0434,13.585,1.212,198.953,0.626,Mass,0.051,554.7122,1384.0,G3,5680.0,1.103,1.025,0.12,[Fe/H],4.36,13.0009159,34.728402,1308.9259976399999,12.8718
HAT-P-29 b,HAT-P-29,2,1,0,Transit,2011,HATNet,5.72319,0.0667,13.11453,1.17,279.6904,0.88,Mass,0.09,433.0,1281.0,F8,6087.0,1.3,1.45,0.21,[Fe/H],4.34,33.1310921,51.7787754,1022.74693856,11.7336
HAT-P-3 b,HAT-P-3,2,1,0,Transit,2007,HATNet,2.8997,0.03866,10.53646,0.94,206.5895,0.65,Mass,0.0,176.587,1189.0,K1,5185.0,0.87,1.06,0.27,[Fe/H],4.56,206.0940142,48.028565,438.85594424,11.2795
HAT-P-30 b,HAT-P-30,2,1,0,Transit,2011,HATNet,2.8106,0.0419,16.14096,1.44,263.7989,0.83,Mass,0.04,1467.9573,1630.0,F7,6304.0,1.31,1.55,0.13,[Fe/H],4.36,123.9498431,5.8368669,697.9249166,10.2998
HAT-P-31 b,HAT-P-31,1,1,0,Transit,2011,HATNet,5.00542,0.061,12.21781,1.09,721.4741,2.27,Mass,0.25,746.9025,1450.0,Unknown,6065.0,1.39,1.31,0.15,[Fe/H],4.26,271.5376722,26.4266061,1122.139718,11.4501
HAT-P-32 b,HAT-P-32,2,1,0,Transit,2011,HATNet,2.1500082,0.03397,22.19382,1.98,216.1244,0.68,Mass,0.159,1841.0,1835.7,Unknown,6001.0,1.367,1.132,-0.16,[Fe/H],4.22,31.0427614,46.6878512,943.2594597999998,11.1335
HAT-P-33 b,HAT-P-33,2,1,0,Transit,2011,HATNet,3.47447,0.04995,20.73665,1.85,292.4036,0.92,Mass,0.0,1701.38,1782.0,F4,6446.0,1.79,1.82,0.05,[Fe/H],4.15,113.1842383,33.8350214,1291.9365315999999,11.0238
HAT-P-34 b,HAT-P-34,1,1,0,Transit,2011,HATNet,5.452654,0.06774,13.417173,1.197,1058.3739,3.33,Mass,0.432,433.78,1520.0,Unknown,6442.0,1.53,1.392,0.22,Unknown,4.21,303.1954355,18.1047776,813.1884469999999,10.1944
HAT-P-35 b,HAT-P-35,3,1,0,Transit,2011,HATNet,3.646706,0.04978,14.930388,1.332,335.62848,1.056,Mass,0.02,999.6688,1581.0,Unknown,6096.0,1.435,1.236,0.11,Unknown,4.21,123.250703,4.7870288,1653.4967653999997,12.2802
HAT-P-36 b,HAT-P-36,1,1,0,Transit,2011,HATNet,1.32734683,0.0241,14.313893,1.277,587.413406,1.8482,Mass,0.063,1821.0,1780.97,G5 V,5620.0,1.041,1.03,0.25,[Fe/H],4.416,188.2662048,44.9153672,960.2652336399999,12.093
HAT-P-37 b,HAT-P-37,1,1,0,Transit,2011,HATNet,2.797436,0.0379,13.204,1.178,371.528,1.169,Mass,0.058,412.3914,1271.0,Unknown,5500.0,0.877,0.929,0.03,[Fe/H],4.52,284.2960393,51.2691212,1273.9457666399999,13.2615
HAT-P-38 b,HAT-P-38,1,1,0,Transit,2012,HATNet,4.640382,0.0523,9.247,0.825,84.857,0.267,Mass,0.067,243.0337,1082.0,G5,5330.0,0.923,0.886,0.06,[Fe/H],4.45,35.3834942,32.2460441,832.36968136,12.3021
HAT-P-39 b,HAT-P-39,2,1,0,Transit,2012,HATNet,3.54387,0.0509,17.609,1.571,190.372,0.599,Mass,0.0,1915.6934,1752.0,Unknown,6430.0,1.625,1.404,0.19,[Fe/H],4.16,113.7582526,17.8300283,2273.32036624,12.2269
HAT-P-4 b,HAT-P-4,2,1,0,Transit,2007,HATNet,3.056536,0.04438,14.28,1.274,213.255,0.671,Mass,0.0,1438.0,1686.0,F,5860.0,1.596,1.248,0.24,Unknown,4.127,229.99122,36.229545,1045.17016356,11.0634
HAT-P-40 b,HAT-P-40,1,1,0,Transit,2012,HATNet,4.45724,0.0608,17.03768,1.52,152.5584,0.48,Mass,0.0,1747.4151,1770.0,Unknown,6080.0,1.94,1.03,0.22,[Fe/H],3.93,335.5129199,45.4573423,1514.8935116399998,11.4162
HAT-P-41 b,HAT-P-41,2,1,0,Transit,2012,HATNet,2.69405,0.04258,22.97845,2.05,378.2177,1.19,Mass,0.0,2485.0721,1941.0,Unknown,6390.0,2.05,2.56,0.21,[Fe/H],4.14,297.3226523,4.6724124,1135.6262686,10.939
HAT-P-42 b,HAT-P-42,1,1,0,Transit,2012,HATNet,4.641878,0.0575,14.348,1.28,331.801,1.044,Mass,0.0,684.0973,1428.0,Unknown,5743.0,1.53,1.178,0.27,[Fe/H],4.14,135.3443583,6.0970828,1321.7080512799998,12.0031
HAT-P-43 b,HAT-P-43,1,1,0,Transit,2012,HATNet,3.3326414,0.0444,13.63,1.21598925,210.395,0.662,Mass,0.0,521.877,1353.0,F9,5693.0,1.08,1.03,0.2,[Fe/H],4.38,128.9256885,10.2065866,1724.794467,13.2165
HAT-P-44 b,HAT-P-44,1,2,0,Transit,2014,HATNet,4.301219,0.0507,13.922,1.242,111.871,0.352,Mass,0.044,185.119,1108.0,Unknown,5295.0,0.949,0.942,0.33,[Fe/H],4.46,213.1438604,47.0147826,1134.533646,12.9729
HAT-P-44 c,HAT-P-44,1,2,0,Radial Velocity,2014,W. M. Keck Observatory,872.2,1.752,13.0,1.16,1271.3,4.0,Msini,0.494,4.515000000000001,449.05,Unknown,5295.0,0.949,0.942,0.33,[Fe/H],4.46,213.1438604,47.0147826,1134.533646,12.9729
HAT-P-45 b,HAT-P-45,1,1,0,Transit,2014,HATNet,3.128992,0.0452,15.984,1.426,283.492,0.892,Mass,0.049,1052.239,1652.0,Unknown,6330.0,1.319,1.259,0.07,[Fe/H],4.3,274.3732697,-3.3810594,974.0322783999999,12.3977
HAT-P-46 b,HAT-P-46,1,1,0,Transit,2014,HATNet,4.463129,0.0577,14.392,1.284,156.684,0.493,Mass,0.123,1405.4798,1458.0,Unknown,6120.0,1.396,1.284,0.3,[Fe/H],4.25,270.4441831,-2.97098,948.25290816,11.6843
HAT-P-49 b,HAT-P-49,1,1,0,Transit,2014,HATNet,2.69155,0.04378,17.82231,1.59,699.226,2.2,Mass,0.0,4392.03,2131.0,F3,6820.0,2.06,2.22,0.07,[Fe/H],4.1,305.4413294,26.6926759,1142.69080756,10.2071
HAT-P-5 b,HAT-P-5,1,1,0,Transit,2007,HATNet,2.78849,0.04073,13.56289,1.21,311.4734,0.98,Mass,0.0,850.6754,1517.0,G,5960.0,1.12,1.04,0.24,[Fe/H],4.37,274.4055335,36.6214617,989.34856416,11.8224
HAT-P-50 b,HAT-P-50,1,1,0,Transit,2015,HATNet,3.1220109,0.0453,14.437192,1.288,429.0705,1.35,Mass,0.115,2108.4362,1862.0,F5,6280.0,1.698,1.273,-0.18,[Fe/H],4.072,118.0634379,12.1393474,1681.1971944799998,11.6722
HAT-P-51 b,HAT-P-51,1,1,0,Transit,2015,HATNet,4.21802091,0.05042,13.50682174,1.205,97.57332095,0.307,Mass,0.07,310.0,1168.2,G7,5453.0,0.995,0.961,0.302,[Fe/H],4.4256,21.0651251,32.8107,1435.3766788399998,13.2846
HAT-P-52 b,HAT-P-52,1,1,0,Transit,2015,HATNet,2.7535953,0.03694,11.309881,1.009,259.98494,0.818,Mass,0.047,227.759,1218.0,K1,5131.0,0.893,0.887,0.28,[Fe/H],4.483,42.7217412,29.0222492,1177.9287017999998,13.787
HAT-P-53 b,HAT-P-53,1,1,0,Transit,2015,HATNet,1.9616241,0.03159,14.773462,1.318,471.65972,1.484,Mass,0.134,1400.0226,1778.0,Unknown,5956.0,1.209,1.093,0.0,[Fe/H],4.31,21.8711012,38.9681137,2174.81473112,13.5142
HAT-P-54 b,HAT-P-54,1,1,0,Transit,2015,HATNet,3.799847,0.04117,10.581296,0.944,241.5508,0.76,Mass,0.074,88.6713,818.0,K7,4390.0,0.617,0.645,-0.127,[Fe/H],4.667,99.8979924,25.4824005,468.52635556,13.0172
HAT-P-55 b,HAT-P-55,1,1,0,Transit,2015,HATNet,3.5852313,0.04628,14.84069045,1.324,189.42573057,0.596,Mass,0.17,583.0,1367.0,Unknown,5804.0,1.105,1.028,0.003,[Fe/H],4.363,264.2735096,25.7311468,1667.9226452799999,13.0955
HAT-P-56 b,HAT-P-56,1,1,0,Transit,2015,HATNet,2.79083,0.0423,16.92559,1.51,734.1873,2.31,Mass,0.29,3515.0,1840.0,F8,6566.0,1.47,1.42,0.0,[Fe/H],3.39,100.8480137,27.2521823,1045.78333684,10.8245
HAT-P-57 b,HAT-P-57,3,1,0,Transit,2015,HATNet,2.4653,0.0406,19.50366,1.74,448.1403,1.41,Mass,0.0,2726.6328,2200.0,A8 V,6330.0,1.85,2.77,-0.25,[Fe/H],4.25,274.743418,10.5971968,912.7801816,10.4253
HAT-P-58 b,HAT-P-58,1,1,0,Transit,2021,HATNet,4.0138379,0.04994,14.93036229,1.332,118.2321674,0.372,Mass,0.073,1146.0,1622.0,Unknown,6078.0,1.53,1.031,-0.224,[Fe/H],4.082,68.8465093,56.8682691,1681.6277204,12.7202
HAT-P-59 b,HAT-P-59,1,1,0,Transit,2021,HATNet,4.1419771,0.05064,12.58768533,1.123,489.45574678,1.54,Mass,0.03,441.4,1277.8,Unknown,5678.0,1.1038,1.008,0.217,[Fe/H],4.356,292.4588212,62.5291892,865.84959476,11.6787
HAT-P-6 b,HAT-P-6,1,1,0,Transit,2007,HATNet,3.85298,0.05239,16.58932,1.48,419.5356,1.32,Mass,0.0,1099.44,1675.0,Unknown,6570.0,1.62,1.79,-0.13,[Fe/H],4.22,354.7740917,42.4659866,898.0966384799999,10.3056
HAT-P-60 b,HAT-P-60,1,1,0,Transit,2021,HATNet,4.7947813,0.06277,18.28184752,1.631,182.43350562,0.574,Mass,0.25,1634.0,1772.0,Unknown,6212.0,2.197,1.435,0.037,[Fe/H],3.9114,28.2825719,52.0539209,760.6610231999999,9.56355
HAT-P-61 b,HAT-P-61,1,1,0,Transit,2021,HATNet,1.90231289,0.0301,10.07687365,0.899,335.9446262,1.057,Mass,0.113,849.5,1505.0,Unknown,5587.0,0.938,1.004,0.194,[Fe/H],4.496,75.4801665,50.1311784,1105.1469903999998,12.9386
HAT-P-62 b,HAT-P-62,1,1,0,Transit,2021,HATNet,2.6453235,0.03772,12.02723629,1.073,241.86741773,0.761,Mass,0.101,867.2,1512.0,Unknown,5629.0,1.17,1.023,0.414,[Fe/H],4.312,74.5043816,48.3008551,1137.6810514,12.4362
HAT-P-63 b,HAT-P-63,1,1,0,Transit,2021,HATNet,3.377728,0.04294,12.5428494,1.119,195.1466419,0.614,Mass,0.069,387.4,1237.0,Unknown,5400.0,0.9661,0.925,0.251,[Fe/H],4.435,269.5720695,5.7613709,1315.90247448,13.5106
